chrom	start	end	number_DEL	number_DUP	number_h2hINV	number_t2tINV	number_TRA	clusterSize_including_TRA	number_SVs_sample	number_CNV_segments	pval_fragment_joins	chr_breakpoint_enrichment	pval_exp_chr	pval_exp_cluster	max_number_oscillating_CN_segments_2_states	max_number_oscillating_CN_segments_3_states	number_CN_segments_chr	max_number_oscillating_CN_segments_2_states_chr	max_number_oscillating_CN_segments_3_states_chr	inter_number_DEL	inter_number_h2hINV	inter_number_t2tINV	inter_number_DUP	inter_pval_fragment_joins	inter_other_chroms	inter_other_chroms_coords_all	Kids_First_Biospecimen_ID	fdr_fragment_joins	fdr_chr_breakpoint_enrichment	fdr_exp_cluster	call_high_conf	call_low_conf
18	15511722	15685581	1	0	0	0	0	1	79	2	0.391625176271089	0.00760855505946095	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	0.0396080994047117	NA	0	0
19	22320373	53452710	1	0	1	0	4	6	79	2	0.343030146138244	1.50269022983932e-07	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	4.00552625958267e-06	NA	0	0
20	NA	NA	0	0	0	0	0	0	79	NA	NA	0.0170737220733789	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_NFT9VHMJ	NA	0.0740424640610045	NA	0	0
21	NA	NA	0	0	0	0	0	0	79	NA	NA	0.432535664436849	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_NFT9VHMJ	NA	0.547938613989567	NA	0	0
22	NA	NA	0	0	0	0	0	0	79	NA	NA	0.103668444855217	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_NFT9VHMJ	NA	0.224941239946754	NA	0	0
X	141236417	141692527	0	1	0	0	0	1	79	NA	0.391625176271089	0.504053260498158	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	0.603012968945506	NA	0	0
1	96473307	146733208	1	1	0	0	0	2	95	9	0.572406704470879	0.0153068991083071	0	NA	7	7	13	13	13	0	0	0	0	NA		 	BS_PMFR8NPN	0.619631498714411	0.0682381963388308	NA	0	0
2	127103664	127105482	0	1	0	0	0	1	95	1	0.391625176271089	0.162325358641859	0	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_PMFR8NPN	0.522568139124258	0.301968891076186	NA	0	0
3	169892300	169892598	1	0	0	0	0	1	95	1	0.391625176271089	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_PMFR8NPN	0.522568139124258	1	NA	0	0
4	1055197	1075210	0	1	0	1	0	2	95	1	0.572406704470879	0.00611558598169714	0	NA	NA	NA	8	1	8	0	0	0	0	NA		 	BS_PMFR8NPN	0.619631498714411	0.0340857771088445	NA	0	0
5	25475091	91294263	1	1	0	0	4	6	95	5	0.343030146138244	1.54784935319483e-05	NA	NA	3	3	6	6	6	31	2	4	12	2.66547468834309e-09	3	3:169892300-169892598;	BS_PMFR8NPN	0.522568139124258	0.000255974270586165	NA	0	0
6	29767553	167377545	0	2	0	1	1	4	95	6	0.572406704470879	0.0600355585068951	NA	0.000508672297538149	4	4	5	5	5	0	0	0	0	NA		 	BS_PMFR8NPN	0.619631498714411	0.160946672618286	0.000606813486952794	0	0
7	90204518	117971716	1	1	0	0	3	5	95	5	0.896432373341912	0.00662999120878884	3.98125976630581e-13	1.11022302462516e-16	1	2	15	9	11	0	0	0	0	NA		 	BS_PMFR8NPN	0.908903051159523	0.0360248292994315	3.31838784572696e-16	0	0
8	NA	NA	0	0	0	0	0	0	95	NA	NA	0.472917669672762	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_PMFR8NPN	NA	0.57824306155039	NA	0	0
9	117074129	137601383	3	0	0	0	0	3	95	2	0.0292908865348883	1	NA	0	NA	NA	14	12	14	0	0	0	0	NA		 	BS_PMFR8NPN	0.506002598703909	1	0	0	0
10	55974309	57121732	1	0	0	0	0	1	95	2	0.391625176271089	1	NA	NA	NA	NA	6	2	6	0	0	0	0	NA		 	BS_PMFR8NPN	0.522568139124258	1	NA	0	0
11	18508082	29108778	0	0	1	1	0	2	95	1	0.572406704470879	0.722829490022308	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_PMFR8NPN	0.619631498714411	0.786722316427563	NA	0	0
12	601275	113091602	1	1	1	1	0	4	95	3	1	NA	NA	0.0190438700909527	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_PMFR8NPN	1	NA	0.0202186785798641	0	0
13	20275101	20275498	1	0	0	0	0	1	95	1	0.391625176271089	0.00301490158342157	1.54963271459252e-06	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_PMFR8NPN	0.522568139124258	0.0201684803227789	NA	0	0
14	77685865	78449616	1	0	0	0	1	2	95	1	0.572406704470879	0.000988841899017414	NA	NA	NA	NA	4	4	4	31	2	4	12	2.66547468834309e-09	1	1:96473307-146733208;	BS_PMFR8NPN	0.619631498714411	0.0085243782145792	NA	0	0
15	22630222	97063563	4	0	0	0	2	6	95	8	0.0619990757369438	0.000769292995057498	NA	7.68368679793241e-09	3	6	10	4	10	0	0	0	0	NA		 	BS_PMFR8NPN	0.522568139124258	0.00688568214648298	1.24992906249328e-08	0	0
16	419097	419553	1	0	0	0	0	1	95	1	0.391625176271089	0.101849795351309	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_PMFR8NPN	0.522568139124258	0.223140638517512	NA	0	0
17	53807408	53979143	2	0	0	0	0	2	95	2	0.111610225094713	0.0265341942508771	NA	NA	NA	NA	7	3	7	0	0	0	0	NA		 	BS_PMFR8NPN	0.522568139124258	0.0999238295173267	NA	0	0
18	13775470	13784088	0	0	0	1	1	2	95	1	0.111610225094713	0.026803211883084	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_PMFR8NPN	0.522568139124258	0.0999238295173267	NA	0	0
19	38138859	38139157	1	0	0	0	0	1	95	1	0.391625176271089	0.00927253872511161	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_PMFR8NPN	0.522568139124258	0.0465541958710168	NA	0	0
20	18229347	41270414	2	1	0	0	0	3	95	4	0.299780588595712	0.228525999823876	NA	2.76567657664373e-12	1	2	2	1	2	0	0	0	0	NA		 	BS_PMFR8NPN	0.522568139124258	0.374525979245865	5.26628478512428e-12	0	0
21	41984724	42103952	0	1	0	0	1	2	95	1	0.111610225094713	0.0147603775316435	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_PMFR8NPN	0.522568139124258	0.0663998478523783	NA	0	0
22	NA	NA	0	0	0	0	0	0	95	NA	NA	0.394512543618641	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_PMFR8NPN	NA	0.516456647031189	NA	0	0
X	NA	NA	0	0	0	0	0	0	95	NA	NA	0.160503004689092	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_PMFR8NPN	NA	0.299931240289052	NA	0	0
1	26071635	26071854	1	0	0	0	0	1	18	1	0.391625176271089	0.593529917130229	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_TZPJHKQR	0.522568139124258	0.670832906693284	NA	0	0
2	NA	NA	0	0	0	0	0	0	18	NA	NA	0.058604610455411	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_TZPJHKQR	NA	0.160946672618286	NA	0	0
3	123991590	125969573	0	0	1	0	0	1	18	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_TZPJHKQR	0.522568139124258	NA	NA	0	0
4	NA	NA	0	0	0	0	0	0	18	NA	NA	0.165181995545505	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_TZPJHKQR	NA	0.305871721430942	NA	0	0
5	NA	NA	0	0	0	0	0	0	18	NA	NA	0.509607724483813	NA	NA	NA	NA	8	6	8	0	0	0	0	NA		 	BS_TZPJHKQR	NA	0.607103978349579	NA	0	0
6	29811436	29905258	1	0	0	0	0	1	18	2	0.391625176271089	0.49391242874961	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_TZPJHKQR	0.522568139124258	0.593173161886326	NA	0	0
7	56838376	63738826	0	0	0	1	0	1	18	5	0.391625176271089	0.115067847322411	NA	NA	1	3	19	10	19	0	0	0	0	NA		 	BS_TZPJHKQR	0.522568139124258	0.242004666192684	NA	0	0
8	NA	NA	0	0	0	0	0	0	18	NA	NA	0.0159811487697554	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_TZPJHKQR	NA	0.0703807475711512	NA	0	0
9	NA	NA	0	0	0	0	0	0	18	NA	NA	NA	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_TZPJHKQR	NA	NA	NA	0	0
10	NA	NA	0	0	0	0	0	0	18	NA	NA	0.403957344681247	NA	NA	NA	NA	5	3	5	0	0	0	0	NA		 	BS_TZPJHKQR	NA	0.52416619546102	NA	0	0
11	NA	NA	0	0	0	0	0	0	18	NA	NA	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_TZPJHKQR	NA	NA	NA	0	0
12	NA	NA	0	0	0	0	0	0	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_TZPJHKQR	NA	NA	NA	0	0
13	19385509	24444150	0	0	1	0	0	1	18	1	0.391625176271089	0.319894410268315	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_TZPJHKQR	0.522568139124258	0.456601362957478	NA	0	0
14	NA	NA	0	0	0	0	0	0	18	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_TZPJHKQR	NA	NA	NA	0	0
15	NA	NA	0	0	0	0	0	0	18	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_TZPJHKQR	NA	NA	NA	0	0
16	NA	NA	0	0	0	0	0	0	18	NA	NA	0.257849138525589	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_TZPJHKQR	NA	0.401082032294521	NA	0	0
17	NA	NA	0	0	0	0	0	0	18	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_TZPJHKQR	NA	NA	NA	0	0
18	NA	NA	0	0	0	0	0	0	18	NA	NA	0.258335765597187	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_TZPJHKQR	NA	0.401082032294521	NA	0	0
19	NA	NA	0	0	0	0	0	0	18	NA	NA	0.0189452932344172	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_TZPJHKQR	NA	0.0803769770556165	NA	0	0
20	NA	NA	0	0	0	0	0	0	18	NA	NA	0.212826922749014	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_TZPJHKQR	NA	0.358775310568838	NA	0	0
21	NA	NA	0	0	0	0	0	0	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_TZPJHKQR	NA	NA	NA	0	0
22	42492989	42493259	1	0	0	0	0	1	18	1	0.391625176271089	NA	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_TZPJHKQR	0.522568139124258	NA	NA	0	0
X	23753576	23753910	1	0	0	0	0	1	18	NA	0.391625176271089	0.10346169956624	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_TZPJHKQR	0.522568139124258	0.224757500489534	NA	0	0
1	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_ABENB1H2	NA	NA	NA	0	0
2	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_ABENB1H2	NA	NA	NA	0	0
3	NA	NA	0	0	0	0	0	0	19	NA	NA	0.0469454233037353	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_ABENB1H2	NA	0.140651126511438	NA	0	0
4	NA	NA	0	0	0	0	0	0	19	NA	NA	0.564748879676654	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_ABENB1H2	NA	0.649434496922397	NA	0	0
5	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	10	5	10	0	0	0	0	NA		 	BS_ABENB1H2	NA	NA	NA	0	0
6	NA	NA	0	0	0	0	0	0	19	NA	NA	0.00435058881380784	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_ABENB1H2	NA	0.0265202643088437	NA	0	0
7	138860398	140782068	0	1	0	0	0	1	19	2	0.391625176271089	0.133347710670533	NA	NA	NA	NA	13	9	13	0	0	0	0	NA		 	BS_ABENB1H2	0.522568139124258	0.266587783753088	NA	0	0
8	NA	NA	0	0	0	0	0	0	19	NA	NA	0.46572263228415	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_ABENB1H2	NA	0.571515254458742	NA	0	0
9	NA	NA	0	0	0	0	0	0	19	NA	NA	0.38072988727452	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_ABENB1H2	NA	0.506306272136455	NA	0	0
10	42732235	45112113	0	0	0	1	0	1	19	1	0.391625176271089	0.102680836281465	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_ABENB1H2	0.522568139124258	0.224216012624875	NA	0	0
11	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_ABENB1H2	NA	NA	NA	0	0
12	NA	NA	0	0	0	0	0	0	19	NA	NA	0.106104906944433	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_ABENB1H2	NA	0.2279839391744	NA	0	0
13	NA	NA	0	0	0	0	0	0	19	NA	NA	0.343316639525709	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_ABENB1H2	NA	0.476915857535427	NA	0	0
14	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_ABENB1H2	NA	NA	NA	0	0
15	NA	NA	0	0	0	0	0	0	19	NA	NA	0.042213848121334	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_ABENB1H2	NA	0.135599715622308	NA	0	0
16	34729470	34730031	0	1	0	0	0	1	19	1	0.391625176271089	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_ABENB1H2	0.522568139124258	NA	NA	0	0
17	22970431	23094161	1	0	0	0	0	1	19	2	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_ABENB1H2	0.522568139124258	NA	NA	0	0
18	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_ABENB1H2	NA	NA	NA	0	0
19	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_ABENB1H2	NA	NA	NA	0	0
20	29952231	29987006	1	0	0	0	0	1	19	2	0.391625176271089	0.229767089357517	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_ABENB1H2	0.522568139124258	0.375279032152582	NA	0	0
21	6429730	43038245	0	1	0	0	0	1	19	3	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_ABENB1H2	0.522568139124258	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	19	NA	NA	0.133548358744388	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_ABENB1H2	NA	0.266636054621885	NA	0	0
X	73033744	73063652	0	0	1	0	0	1	19	NA	0.391625176271089	0.0200405165927706	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_ABENB1H2	0.522568139124258	0.0822669635883577	NA	0	0
1	32500483	202625296	0	2	0	0	0	2	14	12	0.111610225094713	NA	NA	NA	10	10	13	13	13	0	0	0	0	NA		 	BS_9PQPZPGM	0.522568139124258	NA	NA	0	0
2	241471773	241472382	0	1	0	0	0	1	14	1	0.391625176271089	0.0199799470784453	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_9PQPZPGM	0.522568139124258	0.0821570557302106	NA	0	0
3	NA	NA	0	0	0	0	0	0	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_9PQPZPGM	NA	NA	NA	0	0
4	NA	NA	0	0	0	0	0	0	14	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_9PQPZPGM	NA	NA	NA	0	0
5	NA	NA	0	0	0	0	0	0	14	NA	NA	NA	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_9PQPZPGM	NA	NA	NA	0	0
6	NA	NA	0	0	0	0	0	0	14	NA	NA	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_9PQPZPGM	NA	NA	NA	0	0
7	32973893	55713842	0	0	1	0	0	1	14	3	0.391625176271089	NA	NA	NA	NA	NA	13	11	13	0	0	0	0	NA		 	BS_9PQPZPGM	0.522568139124258	NA	NA	0	0
8	3210409	3210523	0	1	0	0	0	1	14	1	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_9PQPZPGM	0.522568139124258	NA	NA	0	0
9	NA	NA	0	0	0	0	0	0	14	NA	NA	NA	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_9PQPZPGM	NA	NA	NA	0	0
10	102663424	102663748	1	0	0	0	0	1	14	1	0.391625176271089	0.131615621956674	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_9PQPZPGM	0.522568139124258	0.263947844395871	NA	0	0
11	NA	NA	0	0	0	0	0	0	14	NA	NA	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_9PQPZPGM	NA	NA	NA	0	0
12	NA	NA	0	0	0	0	0	0	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_9PQPZPGM	NA	NA	NA	0	0
13	112214770	112215418	0	1	0	0	0	1	14	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_9PQPZPGM	0.522568139124258	NA	NA	0	0
14	NA	NA	0	0	0	0	0	0	14	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_9PQPZPGM	NA	NA	NA	0	0
15	NA	NA	0	0	0	0	0	0	14	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_9PQPZPGM	NA	NA	NA	0	0
16	NA	NA	0	0	0	0	0	0	14	NA	NA	0.0781087567040438	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_9PQPZPGM	NA	0.187395045811578	NA	0	0
17	NA	NA	0	0	0	0	0	0	14	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_9PQPZPGM	NA	NA	NA	0	0
18	11611073	11645388	0	1	0	0	0	1	14	1	0.391625176271089	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_9PQPZPGM	0.522568139124258	NA	NA	0	0
19	NA	NA	0	0	0	0	0	0	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_9PQPZPGM	NA	NA	NA	0	0
20	29296861	30922034	0	0	1	1	0	2	14	2	0.572406704470879	0.0631813719506211	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_9PQPZPGM	0.619631498714411	0.165083743778977	NA	0	0
21	NA	NA	0	0	0	0	0	0	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_9PQPZPGM	NA	NA	NA	0	0
22	48850328	48850428	0	1	0	0	0	1	14	1	0.391625176271089	0.0352026938699832	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_9PQPZPGM	0.522568139124258	0.119355298184002	NA	0	0
X	NA	NA	0	0	0	0	0	0	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_9PQPZPGM	NA	NA	NA	0	0
1	NA	NA	0	0	0	0	0	0	19	NA	NA	0.335820111518175	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_FHFVCQ41	NA	0.47205891702364	NA	0	0
2	NA	NA	0	0	0	0	0	0	19	NA	NA	0.355102118683799	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_FHFVCQ41	NA	0.486116895188372	NA	0	0
3	90864268	197632133	0	1	1	0	0	2	19	2	0.572406704470879	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_FHFVCQ41	0.619631498714411	NA	NA	0	0
4	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_FHFVCQ41	NA	NA	NA	0	0
5	77477486	77611302	1	0	0	0	0	1	19	1	0.391625176271089	0.276667448991999	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_FHFVCQ41	0.522568139124258	0.418738991719307	NA	0	0
6	15091809	15092146	1	0	0	0	0	1	19	1	0.391625176271089	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_FHFVCQ41	0.522568139124258	NA	NA	0	0
7	138859729	140782717	0	1	0	0	0	1	19	1	0.391625176271089	0.00142878338763811	NA	NA	NA	NA	13	9	13	0	0	0	0	NA		 	BS_FHFVCQ41	0.522568139124258	0.0116011102717042	NA	0	0
8	NA	NA	0	0	0	0	0	0	19	NA	NA	0.229860336847056	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_FHFVCQ41	NA	0.375279032152582	NA	0	0
9	NA	NA	0	0	0	0	0	0	19	NA	NA	0.0141603108957942	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_FHFVCQ41	NA	0.0641993953518758	NA	0	0
10	26583774	26945994	0	0	2	0	0	2	19	1	0.111610225094713	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_FHFVCQ41	0.522568139124258	NA	NA	0	0
11	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_FHFVCQ41	NA	NA	NA	0	0
12	115639868	115642218	1	0	0	0	0	1	19	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_FHFVCQ41	0.522568139124258	NA	NA	0	0
13	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_FHFVCQ41	NA	NA	NA	0	0
14	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_FHFVCQ41	NA	NA	NA	0	0
15	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_FHFVCQ41	NA	NA	NA	0	0
16	4342269	87395048	2	0	0	0	0	2	19	12	0.111610225094713	NA	NA	NA	10	10	10	10	10	0	0	0	0	NA		 	BS_FHFVCQ41	0.522568139124258	NA	NA	0	0
17	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_FHFVCQ41	NA	NA	NA	0	0
18	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_FHFVCQ41	NA	NA	NA	0	0
19	17607297	48057598	2	0	0	0	0	2	19	2	0.111610225094713	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_FHFVCQ41	0.522568139124258	NA	NA	0	0
20	29307826	29754267	0	1	0	0	0	1	19	2	0.391625176271089	NA	NA	NA	NA	NA	2	1	2	0	0	0	0	NA		 	BS_FHFVCQ41	0.522568139124258	NA	NA	0	0
21	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_FHFVCQ41	NA	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_FHFVCQ41	NA	NA	NA	0	0
X	869274	869613	1	0	0	0	0	1	19	NA	0.391625176271089	0.228054124070761	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_FHFVCQ41	0.522568139124258	0.37408878246695	NA	0	0
1	168543552	168577172	0	0	0	1	0	1	43	1	0.391625176271089	0.0360925655636424	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_AVS4DSZW	0.522568139124258	0.121592332158003	NA	0	0
2	1106140	241611954	3	0	0	0	1	4	43	13	0.111610225094713	0.0839942707174797	NA	0.000750449071534876	11	11	11	11	11	0	0	0	0	NA		 	BS_AVS4DSZW	0.522568139124258	0.194133934316593	0.000881997995340249	0	0
3	NA	NA	0	0	0	0	0	0	43	NA	NA	0.234830333370286	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_AVS4DSZW	NA	0.379973735638422	NA	0	0
4	40901767	188505086	1	0	0	1	1	3	43	4	0.299780588595712	0.0669713244841071	NA	NA	2	2	4	4	4	0	0	0	0	NA		 	BS_AVS4DSZW	0.522568139124258	0.171502697784432	NA	0	0
5	126734933	126735189	1	0	0	0	0	1	43	1	0.391625176271089	1	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_AVS4DSZW	0.522568139124258	1	NA	0	0
6	NA	NA	0	0	0	0	0	0	43	NA	NA	0.0526983318433645	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_AVS4DSZW	NA	0.15044547449725	NA	0	0
7	39796261	51384270	0	0	1	1	0	2	43	1	0.572406704470879	0.0374063495227819	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_AVS4DSZW	0.619631498714411	0.124773374986118	NA	0	0
8	1238314	142915342	0	2	0	0	3	5	43	6	0.144743579414856	0.000131839538529948	NA	0.00400547351707548	4	4	4	4	4	0	0	0	0	NA		 	BS_AVS4DSZW	0.522568139124258	0.00167626526237607	0.00447777800709058	0	0
9	80898019	125693548	0	0	1	0	0	1	43	1	0.391625176271089	0.616504527484972	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_AVS4DSZW	0.522568139124258	0.689638554351172	NA	0	0
10	29289072	30629779	0	0	0	1	0	1	43	1	0.391625176271089	0.302839185943745	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_AVS4DSZW	0.522568139124258	0.441951051164151	NA	0	0
11	NA	NA	0	0	0	0	0	0	43	NA	NA	0.307983188436488	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_AVS4DSZW	NA	0.44736324754368	NA	0	0
12	110749298	110749600	1	0	0	0	0	1	43	1	0.391625176271089	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_AVS4DSZW	0.522568139124258	1	NA	0	0
13	35861691	35861790	0	1	0	0	0	1	43	1	0.391625176271089	0.568766964076192	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_AVS4DSZW	0.522568139124258	0.651779327296408	NA	0	0
14	NA	NA	0	0	0	0	0	0	43	NA	NA	0.173582987549768	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_AVS4DSZW	NA	0.315718653543107	NA	0	0
15	NA	NA	0	0	0	0	0	0	43	NA	NA	0.490880748030336	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_AVS4DSZW	NA	0.592517923764522	NA	0	0
